transaction_id,post_ts,customer_id,terminal_id,amt,entry_mode,Amt_Avg_Daily,Amount_StdDevn_Daily,TrxnCount_Avg_Daily,mcc,MerchantType
R9F0axtmTrS9-DltQ69Ifw,02/01/2023 18:56,C00001012,T001032,61.73,Swipe,83.41517834,41.70758917,2.949607122,5814,Fast Food Restaurants
kabiXg3zQLSrtG0zVLXyDw,02/01/2023 0:16,C00005468,T001089,118.73,Swipe,81.90491968,40.95245984,1.81078407,5732,Department Stores
qii7TZ0iTHWz-8Hz7WOywA,02/01/2023 2:02,C00002270,T001089,9.42,Swipe,41.51276999,20.756385,2.642805889,5732,Department Stores
5DsqCS5WRyWR-zgywvxTbA,02/02/2023 11:25,C00001013,T001055,101.34,Swipe,75.38599416,37.69299708,3.864488203,7011,Hotels
rF4lcg7EQVmyFBwavMxGbw,02/01/2023 10:08,C00001203,T001049,53.22,Swipe,46.59473791,23.29736896,2.137774538,5812,Sit Down Diner
LkmNcKs5TSmNtxwuPTnmEg,02/02/2023 8:56,C00001027,T001044,44.12,Swipe,30.47446731,15.23723366,0.847344661,5812,Sit Down Diner
dreU1lxbRrCW_F6baqEUdA,02/02/2023 4:53,C00001014,T001092,52.45,Swipe,51.48643145,25.74321573,3.268831967,5814,Fast Food Restaurants
QLxRtgdjTU-8xbS2mz4mIw,02/02/2023 4:55,C00001598,T001047,45.98,Swipe,28.01285887,14.00642943,3.813037787,5602,Department Stores
toxsAMKSQFOH075szDWuVw,02/01/2023 0:31,C00003205,T001047,49.65,Swipe,42.98086375,21.49043188,3.964372939,5602,Department Stores
nGOrSiZIQwmqqbP0FHFb9A,02/01/2023 21:03,C00001030,T001048,8.49,Swipe,14.10447377,7.052236883,2.511290103,5814,Fast Food Restaurants
rWLqI9lTSZSzfD_JvacxgA,02/01/2023 10:22,C00005457,T001068,94.31,Swipe,75.99472275,37.99736137,2.353199208,5812,Sit Down Diner
F1PFws8KQR-EyVgmfZGymg,02/01/2023 11:28,C00001021,T001054,31.36,Swipe,58.83389063,29.41694532,2.055386247,5661,Department Stores
TeJzxKqMTC6buzBQ4iKypg,02/01/2023 0:29,C00005029,T001054,19.84,Swipe,56.92844612,28.46422306,2.447039036,5661,Department Stores
RSjX2KwQS8-I51F4ybvlXw,02/01/2023 19:56,C00003927,T001091,32.82,Swipe,22.08993499,11.04496749,2.083056852,5814,Fast Food Restaurants
Q_Ez0S3SRrqVU55QMLgsqQ,02/02/2023 12:04,C00002818,T001095,10.84,Swipe,8.03578834,4.01789417,2.815194961,5814,Fast Food Restaurants
EJfLGRFsQIGDBcJFAn0L3g,02/02/2023 11:18,C00004727,T001095,58.19,Swipe,41.10133906,20.55066953,3.16085394,5814,Fast Food Restaurants
-R6c4EwnRYaSdjy3uSSRuw,02/02/2023 8:35,C00001027,T001062,27.65,Swipe,30.47446731,15.23723366,0.847344661,3501,Hotels
ffmyW3SlQPCCHgRS2FPnWA,02/01/2023 9:10,C00004727,T001086,47.94,Swipe,41.10133906,20.55066953,3.16085394,5814,Fast Food Restaurants
E5oSRZGjSGy94TN1_tJ4eQ,02/01/2023 0:27,C00003022,T001064,49.77,Swipe,94.9020743,47.45103715,1.119035774,5813,Bars and Taverns
w8B9R5I5RkS6tN6gvBlY_A,02/01/2023 11:34,C00001024,T001082,82.06,Swipe,72.60069038,36.30034519,1.376774303,5814,Fast Food Restaurants
PgVHhx9BRouElOGA0otiJg,02/01/2023 16:11,C00003766,T001097,41.9,Swipe,40.57502788,20.28751394,3.803861726,5813,Bars and Taverns
YSBUQUTwS1e4mMXtkqFUJA,02/01/2023 0:26,C00005241,T001085,72.47,Swipe,84.39136314,42.19568157,1.182016863,5812,Sit Down Diner
BBoBsOSsTAa-0MIqTmYT6A,02/01/2023 0:28,C00004654,T001085,88.87,Swipe,92.61549835,46.30774918,2.230353017,5812,Sit Down Diner
XWmPqOdKRcS0rCwdjD7FMA,02/02/2023 10:30,C00004654,T001085,154.33,Swipe,92.61549835,46.30774918,2.230353017,5812,Sit Down Diner
SoYr2tPSSu-zHsjFiA3Wsg,02/01/2023 11:50,C00001033,T001096,5.2,Swipe,5.550148598,2.775074299,0.909552677,5611,Department Stores
Silc6YirRpCxtgxVU3h3vQ,02/01/2023 18:11,C00003205,T001020,55.87,Swipe,42.98086375,21.49043188,3.964372939,1731,Electrical Contractors
5mI28YzlSsO2qH7Pqs1Xxw,02/01/2023 1:46,C00001916,T001047,12.4,Swipe,7.948194967,3.974097484,1.908199664,5602,Department Stores
DVZaP_ulS0OaVmyeqaGBFw,02/01/2023 9:05,C00001035,T001057,23.75,Swipe,21.3863646,10.6931823,3.989277818,5732,Department Stores
pkaICxPnQa-4QBn69MBMpQ,02/01/2023 13:00,C00001035,T001001,37.04,Swipe,21.3863646,10.6931823,3.989277818,3504,Hotels
bVJ2UW4dR_aneC38QXRWew,02/02/2023 8:59,C00001035,T001057,15.56,Swipe,21.3863646,10.6931823,3.989277818,5732,Department Stores
9teTNZT1SianAakE2-BBGw,02/01/2023 0:34,C00003410,T001037,56.48,Swipe,31.47925628,15.73962814,3.951439849,780,Others
YWu5jFgiTYm9wBpS7_1IVg,02/02/2023 11:21,C00003410,T001018,51.33,Swipe,31.47925628,15.73962814,3.951439849,5603,Department Stores
HoDGAzrYSsOKMUY-i5yNJw,02/02/2023 11:48,C00001036,T001013,19.86,Swipe,18.44723599,9.223617994,0.392308366,5601,Department Stores
T1qySJ5LT2yxg8RTSUxP_g,02/01/2023 1:49,C00002208,T001037,60.4,Swipe,53.28765328,26.64382664,3.311031657,780,Others
j5W6v77QSjalPIyQmZEjxw,02/01/2023 8:18,C00002208,T001062,20.26,Swipe,53.28765328,26.64382664,3.311031657,3501,Hotels
eVC_7VL7Td63xPbCc4Fowg,02/01/2023 17:14,C00002208,T001004,0.04,Swipe,53.28765328,26.64382664,3.311031657,3503,Hotels
OQsZNT2eTvST2C1QTrwI1Q,02/01/2023 0:38,C00003942,T001016,79.4,Swipe,91.8770791,45.93853955,3.977261464,5661,Department Stores
4dJXuvMZSXOKgAb1G0_COw,02/01/2023 2:17,C00003014,T001016,32.77,Swipe,19.86841947,9.934209733,2.847224441,5661,Department Stores
uBLRlvcMShKuAtIaRCm2dw,02/01/2023 10:32,C00003014,T001091,11.68,Swipe,19.86841947,9.934209733,2.847224441,5814,Fast Food Restaurants
z02aSdfuTuyYGhhtZ-JMjQ,02/01/2023 12:07,C00003014,T001023,1.5,Swipe,19.86841947,9.934209733,2.847224441,742,Others
RAo--ppSQOehf3VgZKk_FQ,02/01/2023 12:15,C00003014,T001091,10.17,Swipe,19.86841947,9.934209733,2.847224441,5814,Fast Food Restaurants
4Yh4S4SdQVCa9EaHaUEMMw,02/02/2023 7:30,C00003014,T001016,43.15,Swipe,19.86841947,9.934209733,2.847224441,5661,Department Stores
nPVoY16_TzGyx06yfeqtrw,02/02/2023 10:23,C00003014,T001003,13.24,Swipe,19.86841947,9.934209733,2.847224441,4582,Transportation Services
0iLnOPtxRMG5T2jvUXws7w,02/01/2023 2:25,C00002009,T001016,12.83,Swipe,16.24805801,8.124029006,3.140050009,5661,Department Stores
kM6R_UnwS6WvDFrUPq6Wqg,02/01/2023 8:17,C00002009,T001090,13.7,Swipe,16.24805801,8.124029006,3.140050009,5812,Sit Down Diner
qN3UGNbhSV2uU_Frweutnw,02/02/2023 10:34,C00001040,T001093,8.95,Swipe,6.67298404,3.33649202,0.278625449,5992,Department Stores
CuktjoQvT4O93RZCK2ql9A,02/01/2023 0:35,C00004523,T001072,22.62,Swipe,21.5414844,10.7707422,3.916237561,5812,Sit Down Diner
tV6ACKH8QCSFDe-9hHIkrw,02/02/2023 11:45,C00004523,T001003,22.78,Swipe,21.5414844,10.7707422,3.916237561,4582,Transportation Services
05o_ROncQlmNTANo2dJNcA,02/01/2023 0:57,C00004037,T001072,55.59,Swipe,36.09973697,18.04986848,1.185445093,5812,Sit Down Diner
qQEkSgjhQL-7z0T9O5QtwQ,02/02/2023 4:05,C00004037,T001069,38.89,Swipe,36.09973697,18.04986848,1.185445093,3502,Hotels
gMuAzaCiTAGQoxRK8aTYKQ,02/01/2023 8:03,C00001042,T001086,69.28,Swipe,74.03272141,37.0163607,3.910560488,5814,Fast Food Restaurants
RqfCNOHYT16lbf97MoLGKg,02/01/2023 14:11,C00001042,T001091,54.72,Swipe,74.03272141,37.0163607,3.910560488,5814,Fast Food Restaurants
_C1oBN24T8SUnd9zUuLTDA,02/01/2023 2:08,C00005587,T001072,10.89,Swipe,46.66145321,23.3307266,0.441600247,5812,Sit Down Diner
0GiJoy3bT3KM2takUqknUQ,02/02/2023 9:22,C00001043,T001099,45.95,Swipe,62.26194886,31.13097443,0.309769784,5812,Sit Down Diner
LEBe9zICTxCTr4vB0WjTcg,02/01/2023 2:28,C00004720,T001072,28.55,Swipe,37.33731788,18.66865894,0.764161475,5812,Sit Down Diner
cYpB4gWLQc-euUyut0sMSA,02/01/2023 11:02,C00004720,T001069,28.18,Swipe,37.33731788,18.66865894,0.764161475,3502,Hotels
DM8ttYJsT0qvkB2E6vdEOg,02/01/2023 13:41,C00001044,T001059,1.24,Swipe,27.58985179,13.79492589,3.617006388,5812,Sit Down Diner
Z183XrgNQLSw3BsuNrvwsw,02/01/2023 0:37,C00004422,T001057,82.76,Swipe,82.55740788,41.27870394,0.648603223,5732,Department Stores
9R7YMyj7QnmuMY1qefACZQ,02/01/2023 0:49,C00003390,T001057,34.9,Swipe,56.52886806,28.26443403,3.331191711,5732,Department Stores
8Qux7NquQPuhyk8lxHstQw,02/01/2023 8:40,C00003390,T001057,102.57,Swipe,56.52886806,28.26443403,3.331191711,5732,Department Stores
RmMBNrCORPy6W5QbNmqJ2Q,02/01/2023 10:47,C00003390,T001028,69.95,Swipe,56.52886806,28.26443403,3.331191711,5812,Sit Down Diner
ETGRaVJzSpaNWri5pCm0ow,02/02/2023 9:55,C00001046,T001092,43.64,Swipe,81.38939305,40.69469653,1.155649621,5814,Fast Food Restaurants
_9S7cFrPRBin0zW6P-5T-A,02/01/2023 0:39,C00002374,T001082,71.82,Swipe,56.31042745,28.15521373,2.724869706,5814,Fast Food Restaurants
-V3cDBBfRze-Tbt0S5nZaQ,02/01/2023 20:22,C00002374,T001024,10.75,Swipe,56.31042745,28.15521373,2.724869706,5812,Sit Down Diner
eBus6MPGR568qlJZN_Ad5w,02/02/2023 4:17,C00002374,T001006,79.76,Swipe,56.31042745,28.15521373,2.724869706,5812,Sit Down Diner
tNo2XHY0R6ecUvjrp5NVSA,02/01/2023 2:37,C00001171,T001082,96.87,Swipe,82.605987,41.3029935,3.349329373,5814,Fast Food Restaurants
KoPYLYnPQPyMbnYSS5AFIw,02/02/2023 6:19,C00001171,T001017,52.75,Swipe,82.605987,41.3029935,3.349329373,5814,Fast Food Restaurants
AAfDcFgiQkmqomyLRJHIpQ,02/02/2023 10:17,C00001171,T001060,36.25,Swipe,82.605987,41.3029935,3.349329373,4582,Transportation Services
d0roG0UlSbOAyKdYNXACzA,02/02/2023 12:08,C00001171,T001099,31.71,Swipe,82.605987,41.3029935,3.349329373,5812,Sit Down Diner
RcZzvUwLSXOQo_if_9osLg,02/01/2023 2:14,C00005107,T001021,31.15,Swipe,42.42803194,21.21401597,2.701335047,5651,Department Stores
J25os4v-TLK_jxDa55f0Sw,02/01/2023 17:28,C00005107,T001021,82.08,Swipe,42.42803194,21.21401597,2.701335047,5651,Department Stores
QVZc0to3SYCrdSidx5Ljxw,02/01/2023 20:31,C00005107,T001044,35.12,Swipe,42.42803194,21.21401597,2.701335047,5812,Sit Down Diner
Me3dqZobR4ewyIdxI5icFw,02/01/2023 1:39,C00005897,T001023,48.3,Swipe,72.59571816,36.29785908,2.991485318,742,Others
X8RcQbZbREaIpnWv99ZEEQ,02/01/2023 15:09,C00005897,T001072,73.6,Swipe,72.59571816,36.29785908,2.991485318,5812,Sit Down Diner
0uUZBqyvQ1GV9IAJIV861Q,02/01/2023 0:52,C00002414,T001039,63.41,Swipe,55.10061441,27.55030721,1.955265441,5600,Department Stores
cJGmruMDRte8GWWH7_eC3A,02/01/2023 9:49,C00002414,T001039,71.45,Swipe,55.10061441,27.55030721,1.955265441,5600,Department Stores
9duXEgc1S3qmWV5hS4Gcvg,02/02/2023 8:46,C00002414,T001088,109.16,Swipe,55.10061441,27.55030721,1.955265441,780,Others
nRs4zpkITmCarlQdcYwSoQ,02/01/2023 7:37,C00001051,T001011,160.62,Swipe,93.31173967,46.65586983,3.200198829,5814,Fast Food Restaurants
VeEcDIKBQoOV8oapx4-S0Q,02/01/2023 12:19,C00001051,T001011,147.09,Swipe,93.31173967,46.65586983,3.200198829,5814,Fast Food Restaurants
fraV2YVySuKzZHXs-ThAtg,02/01/2023 20:55,C00001051,T001011,136.3,Swipe,93.31173967,46.65586983,3.200198829,5814,Fast Food Restaurants
1fhMjCnGSIyAZKfus_LGQg,02/01/2023 1:32,C00001726,T001039,36.61,Swipe,52.76125233,26.38062616,1.599551601,5600,Department Stores
z3nGH8hFSi-k0S-VUt58vw,02/02/2023 9:04,C00001052,T001052,10.81,Swipe,9.157515046,4.578757523,1.844904936,5814,Fast Food Restaurants
0bouom-WTFKL7SzgJpEcXg,02/01/2023 1:45,C00003102,T001025,146.81,Swipe,81.57451334,40.78725667,0.564975487,5814,Fast Food Restaurants
wdYXaxzjQd-JuAZxLPAgNQ,02/02/2023 11:35,C00003102,T001082,33.95,Swipe,81.57451334,40.78725667,0.564975487,5814,Fast Food Restaurants
HqjalZW7RVOPu7ObKY1inw,02/01/2023 0:55,C00003104,T001084,120.7,Swipe,80.7443394,40.3721697,2.427940662,5812,Sit Down Diner
6UAXkZ_eTiCp8vHrTKEndw,02/01/2023 11:23,C00001054,T001040,68.34,Swipe,83.00553753,41.50276876,2.630532121,5812,Sit Down Diner
xPpmtiC0T_SnLaCWHPthDQ,02/02/2023 9:20,C00001054,T001090,116.01,Swipe,83.00553753,41.50276876,2.630532121,5812,Sit Down Diner
KBWdHspeSTi7ojIBHAFpGQ,02/01/2023 1:08,C00003155,T001084,22.79,Swipe,75.99813002,37.99906501,3.845361454,5812,Sit Down Diner
YjG-gALuQKmlIC0-YPqzNg,02/01/2023 7:08,C00003155,T001018,53.02,Swipe,75.99813002,37.99906501,3.845361454,5603,Department Stores
clNtItBeRCOMyaREZMN82g,02/01/2023 12:37,C00003155,T001058,105.39,Swipe,75.99813002,37.99906501,3.845361454,5814,Fast Food Restaurants
W1O0AxQyQDi_g40B1C6IIg,02/01/2023 4:55,C00001055,T001048,53.54,Swipe,69.21791782,34.60895891,3.782269217,5814,Fast Food Restaurants
TiwUslSBTdylj2jp9YsMqg,02/01/2023 17:42,C00001055,T001059,81.48,Swipe,69.21791782,34.60895891,3.782269217,5812,Sit Down Diner
XSHbRdh2RgOgKG990Rqckw,02/01/2023 1:18,C00004445,T001084,13.71,Swipe,26.59328177,13.29664088,1.866222154,5812,Sit Down Diner
7jSV1VyaRdO20-YcxQlPaA,02/01/2023 14:58,C00004445,T001084,29.55,Swipe,26.59328177,13.29664088,1.866222154,5812,Sit Down Diner
KLAPir0eQVK5NGHcv1QwjA,02/02/2023 9:59,C00001056,T001074,97.05,Swipe,54.64047697,27.32023849,1.721351892,5814,Fast Food Restaurants
sMIujgWeR0qBOB5DePwsBw,02/01/2023 0:55,C00002637,T001030,98.96,Swipe,90.05757051,45.02878526,1.507553374,5992,Department Stores
vg_Y81-OSL-QfaS_CcijZw,02/02/2023 9:32,C00001057,T001074,95.49,Swipe,98.53006709,49.26503354,0.872124462,5814,Fast Food Restaurants
